College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
"MRK Institute of Technology, Nattarmangalam Post, Kattumannarkoil, Cuddalore-608301. (3843)",MECHANICAL ENGINEERING (ME),112.0,108.5,108.5,95.0,91.0,,,Cuddalore
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",AGRICULTURAL ENGINEERING (AG),100.5,,,94.5,,83.5,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",Artificial Intelligence and Data Science (AD),144.0,121.0,131.0,114.0,99.5,96.0,138.5,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",BIO MEDICAL ENGINEERING (BM),112.5,92.0,,85.0,,95.0,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",BIO TECHNOLOGY (BT),120.5,95.5,98.5,100.5,97.0,114.5,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",CIVIL  ENGINEERING (CE),110.5,99.0,,95.0,110.5,,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),112.0,106.0,,93.0,80.0,,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",COMPUTER SCIENCE AND ENGINEERING (CS),139.0,93.0,100.0,106.0,91.5,88.5,138.5,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),126.0,101.0,,99.0,97.5,,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",Computer Science and Engineering (Cyber Security) (SC),117.5,113.0,101.0,98.0,,93.5,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),117.5,94.5,,92.0,92.0,106.0,81.0,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),132.5,80.0,,103.0,104.0,91.0,117.0,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",Electronics Engineering (VLSI Design and Technology) (EV),99.5,82.5,,80.5,,,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",INFORMATION TECHNOLOGY (IT),132.0,90.5,,101.0,102.5,103.5,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",MECHANICAL ENGINEERING (ME),92.5,85.0,81.0,80.0,83.0,84.5,,Namakkal
"Muthayammal Engineering College (Autonomous), Kakkaveri, Rasipuram (Tk), Namakkal District-637408. (2610)",Mechatronics Engineering (MZ),98.5,82.5,,90.5,,,,Namakkal
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",Artificial Intelligence and Data Science (AD),152.0,140.0,140.5,118.5,94.5,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",CIVIL  ENGINEERING (CE),97.0,90.0,,95.0,,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",COMPUTER SCIENCE AND ENGINEERING (CS),150.0,139.5,132.5,118.0,113.0,110.0,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),132.5,125.0,123.0,105.5,,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),126.0,108.0,121.5,107.0,87.5,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),138.0,126.5,123.5,93.5,,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",INFORMATION TECHNOLOGY (IT),146.0,141.0,132.0,107.5,90.0,,,Dindigul
"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401. (5832)",MECHANICAL ENGINEERING (ME),111.5,94.0,,96.5,,,,Dindigul
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",Artificial Intelligence and Data Science (AD),126.5,88.0,100.5,83.0,100.0,108.5,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",CIVIL  ENGINEERING (CE),123.0,,,,,,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",COMPUTER SCIENCE AND ENGINEERING (CS),118.5,81.0,,81.0,83.0,96.5,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),99.5,80.0,90.0,80.0,97.5,97.5,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),107.0,87.0,,81.0,86.0,104.0,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",INFORMATION TECHNOLOGY (IT),103.0,82.5,,81.0,83.5,89.5,,Madurai
"N.S.N. College of Engineering and Technology, N.S.N, Kalvi Nagar, Karur - Madurai NH-7, Manalmedu, Karur-639003. (2327)",MECHANICAL ENGINEERING (ME),90.0,,,,,,,Madurai
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",Artificial Intelligence and Data Science (AD),147.0,110.5,129.5,121.0,93.0,99.0,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",CIVIL  ENGINEERING (CE),81.0,,,,,,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",COMPUTER SCIENCE AND ENGINEERING (CS),156.0,117.5,135.0,117.5,111.5,,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),94.5,,85.5,,,,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),137.0,111.5,,116.5,,,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",INFORMATION TECHNOLOGY (IT),146.0,116.5,110.0,106.5,104.0,,,Other
"Nadar Saraswathi College of Engineering and Technology, Vadapudupatti, Annanji Post, Theni -625531. (5865)",MECHANICAL ENGINEERING (ME),95.0,93.5,,89.5,,,,Other
"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052. (2752)",COMPUTER SCIENCE AND ENGINEERING (CS),138.0,128.5,110.0,121.5,95.0,,,Erode
"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052. (2752)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),126.0,87.0,,98.0,97.5,116.5,,Erode
"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052. (2752)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),149.5,137.5,,115.0,87.5,104.0,,Erode
"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052. (2752)",INFORMATION TECHNOLOGY (IT),129.0,119.0,101.0,111.0,114.0,113.0,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",AGRICULTURAL ENGINEERING (AG),122.5,87.5,,84.5,84.5,101.5,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",Artificial Intelligence and Data Science (AD),156.0,141.0,105.0,139.5,89.0,111.5,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",BIO MEDICAL ENGINEERING (BM),134.5,86.0,,99.0,110.5,122.0,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",CHEMICAL  ENGINEERING (CH),127.0,119.0,99.0,114.0,105.0,105.0,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",CIVIL  ENGINEERING (CE),127.5,105.0,,91.0,,,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",COMPUTER SCIENCE AND ENGINEERING (CS),156.0,141.0,133.0,136.0,92.0,106.0,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",Computer Science and Engineering (Cyber Security) (SC),147.0,138.5,,134.5,103.5,111.5,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",Computer Science and Engineering (Internet of Things) (CI),145.0,131.5,,135.5,,,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),140.0,127.0,,122.0,100.0,85.0,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),154.0,143.0,119.0,132.0,93.0,122.5,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",INFORMATION TECHNOLOGY (IT),148.5,140.5,114.0,138.0,84.0,134.5,,Erode
"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052. (2715)",MECHANICAL ENGINEERING (ME),124.5,111.0,111.5,94.0,90.5,109.5,,Erode
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",Artificial Intelligence and Data Science (AD),104.0,86.5,,89.5,,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",CIVIL  ENGINEERING (CE),,,,,,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",COMPUTER SCIENCE AND ENGINEERING (CS),85.5,,,,,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),104.0,,,,,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),81.0,,,,,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",INFORMATION TECHNOLOGY (IT),118.0,109.5,,,105.5,,,Other
"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151. (4977)",MECHANICAL ENGINEERING (ME),112.5,,,,,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",Artificial Intelligence and Data Science (AD),180.5,176.0,177.0,168.0,138.0,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",CIVIL  ENGINEERING (CE),156.5,142.5,126.0,133.0,115.5,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",COMPUTER SCIENCE AND ENGINEERING (CS),184.0,180.0,179.5,168.5,144.0,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),173.0,165.5,168.0,166.0,118.0,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),181.5,177.0,180.0,168.0,137.0,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",INFORMATION TECHNOLOGY (IT),179.5,177.0,176.0,170.0,126.5,,,Other
"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503. (4962)",MECHANICAL ENGINEERING (ME),158.0,145.0,,142.0,127.5,,,Other
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",AERONAUTICAL ENGINEERING (AE),163.0,147.0,154.0,142.5,133.0,101.5,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",Artificial Intelligence and Data Science (AD),168.0,156.5,161.0,153.5,119.5,120.5,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),155.0,148.0,151.0,146.5,88.5,123.5,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",COMPUTER SCIENCE AND ENGINEERING (CS),170.5,161.0,161.0,159.0,147.0,135.5,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),145.5,132.0,132.0,132.5,116.5,101.0,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),161.0,150.5,144.0,150.5,86.5,117.5,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",INFORMATION TECHNOLOGY (IT),163.5,155.0,162.0,153.5,141.5,100.0,142.0,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",MECHANICAL ENGINEERING (ME),141.5,119.0,102.5,102.5,106.0,115.0,,Coimbatore
"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105. (2729)",Mechatronics Engineering (MZ),141.0,134.0,137.5,120.5,85.5,113.5,,Coimbatore
